abnormality|body|height	HP:0000002
atopic|dermatitis	HP:0001047
cavernous|hemangioma	HP:0001048
absent|dorsal|skin|creases|affected|joints	HP:0001049
plethora	HP:0001050
seborrheic|dermatitis	HP:0001051
nevus|flammeus	HP:0001052
hypopigmented|skin|patches	HP:0001053
numerous|nevi	HP:0001054
erysipelas	HP:0001055
milia	HP:0001056
aplasia|cutis|congenita	HP:0001057
poor|wound|healing	HP:0001058
pterygium	HP:0001059
axillary|pterygia	HP:0001060
acne	HP:0001061
atypical|nevi|(>5mm|irregular|edge|pigmentation)	HP:0001062
acrocyanosis	HP:0001063
striae|distensae	HP:0001065
neurofibromas	HP:0001067
episodic|hyperhidrosis	HP:0001069
mottled|pigmentation	HP:0001070
angiokeratoma|corporis|diffusum	HP:0001071
thickened|skin	HP:0001072
cigarette-paper|scars	HP:0001073
atypical|nevi|non-sun|exposed|areas	HP:0001074
atrophic|scars	HP:0001075
glabellar|hemangioma	HP:0001076
biliary|tract|abnormality	HP:0001080
cholelithiasis	HP:0001081
cholecystitis	HP:0001082
ectopia|lentis	HP:0001083
corneal|arcus	HP:0001084
papilledema	HP:0001085
congenital|glaucoma	HP:0001087
brushfield|spots	HP:0001088
iris|atrophy	HP:0001089
large|eyes	HP:0001090
absent|lacrimal|punctum	HP:0001092
optic|nerve|dysplasia	HP:0001093
iridocyclitis	HP:0001094
hypertensive|retinopathy	HP:0001095
keratoconjunctivitis	HP:0001096
keratoconjunctivitis|sicca	HP:0001097
abnormality|fundus	HP:0001098
fundus|atrophy	HP:0001099
heterochromia|iridis	HP:0001100
iritis	HP:0001101
angioid|streaks|retina	HP:0001102
abnormality|macula	HP:0001103
macular|hypoplasia	HP:0001104
retinal|atrophy	HP:0001105
periorbital|hyperpigmentation	HP:0001106
ocular|albinism	HP:0001107
leber|optic|atrophy	HP:0001112
xanthelasma	HP:0001114
posterior|polar|cataract	HP:0001115
macular|coloboma	HP:0001116
sudden|central|visual|loss	HP:0001117
juvenile|cataract	HP:0001118
keratoglobus	HP:0001119
abnormality|corneal|size	HP:0001120
aplasia/hypoplasia|choroid	HP:0001122
visual|field|defect	HP:0001123
hemianopic|blurring|vision	HP:0001125
cryptophthalmos	HP:0001126
trichiasis	HP:0001128
large|central|visual|field|defect	HP:0001129
corneal|dystrophy	HP:0001131
lens|subluxation	HP:0001132
constricted|visual|fields	HP:0001133
anterior|polar|cataract	HP:0001134
chorioretinal|dystrophy	HP:0001135
retinal|arteriolar|tortuosity	HP:0001136
alternating|esotropia	HP:0001137
optic|neuropathy	HP:0001138
choroideremia	HP:0001139
epibulbar|dermoid	HP:0001140
severe|visual|impairment	HP:0001141
lenticonus	HP:0001142
orbital|cyst	HP:0001144
chorioretinopathy	HP:0001145
pigmentary|retinal|degeneration	HP:0001146
retinal|exudate	HP:0001147
lattice|corneal|dystrophy	HP:0001149
choroidal|sclerosis	HP:0001150
impaired|horizontal|smooth|pursuit	HP:0001151
saccadic|smooth|pursuit	HP:0001152
septate|vagina	HP:0001153
abnormality|hand	HP:0001155
brachydactyly|syndrome	HP:0001156
syndactyly	HP:0001159
hand|polydactyly	HP:0001161
postaxial|hand|polydactyly	HP:0001162
abnormality|metacarpal|bones	HP:0001163
arachnodactyly	HP:0001166
abnormality|finger	HP:0001167
broad|palm	HP:0001169
split|hand	HP:0001171
abnormality|thumb	HP:0001172
large|hands	HP:0001176
preaxial|hand|polydactyly	HP:0001177
ulnar|claw	HP:0001178
oligodactyly|(hands)	HP:0001180
adducted|thumb	HP:0001181
tapered|finger	HP:0001182
hyperextensibility|finger|joints	HP:0001187
hand|clenching	HP:0001188
abnormality|carpal|bones	HP:0001191
ulnar|deviation|hand|fingers|hand	HP:0001193
abnormalities|placenta|umbilical|cord	HP:0001194
single|umbilical|artery	HP:0001195
short|umbilical|cord	HP:0001196
abnormality|prenatal|development|birth	HP:0001197
triphalangeal|thumb	HP:0001199
distal|symphalangism|(hands)	HP:0001204
abnormality|fingertips	HP:0001211
prominent|fingertip|pads	HP:0001212
camptodactyly|2nd-5th|fingers	HP:0001215
delayed|ossification|carpal|bones	HP:0001216
clubbing	HP:0001217
autoamputation	HP:0001218
interphalangeal|joint|contracture|finger	HP:0001220
spatulate|thumbs	HP:0001222
pointed|proximal|metacarpals	HP:0001223
wrist|swelling	HP:0001225
acral|ulceration|osteomyelitis|leading|autoamputation|digits	HP:0001226
abnormality|thenar|eminence	HP:0001227
broad|metacarpals	HP:0001230
abnormality|fingernails	HP:0001231
nail|bed|telangiectasia	HP:0001232
2-3|finger|syndactyly	HP:0001233
hitchhiker|thumb	HP:0001234
slender|finger	HP:0001238
wrist|flexion|contracture	HP:0001239
capitate-hamate|fusion	HP:0001241
small|thenar|eminence	HP:0001245
short|tubular|bones|(hand)	HP:0001248
intellectual|disability	HP:0001249
seizures	HP:0001250
ataxia	HP:0001251
muscular|hypotonia	HP:0001252
lethargy	HP:0001254
intellectual|disability|mild	HP:0001256
spasticity	HP:0001257
spastic|paraplegia	HP:0001258
coma	HP:0001259
dysarthria	HP:0001260
somnolence	HP:0001262
global|developmental|delay	HP:0001263
spastic|diplegia	HP:0001264
hyporeflexia	HP:0001265
choreoathetosis	HP:0001266
mental|deterioration	HP:0001268
hemiparesis	HP:0001269
motor|delay	HP:0001270
polyneuropathy	HP:0001271
cerebellar|atrophy	HP:0001272
abnormality|corpus|callosum	HP:0001273
agenesis|corpus|callosum	HP:0001274
hypertonia	HP:0001276
orthostatic|hypotension	HP:0001278
syncope	HP:0001279
tetany	HP:0001281
bulbar|palsy	HP:0001283
areflexia	HP:0001284
spastic|tetraparesis	HP:0001285
meningitis	HP:0001287
gait|disturbance	HP:0001288
confusion	HP:0001289
generalized|hypotonia	HP:0001290
abnormality|cranial|nerves	HP:0001291
cranial|nerve|compression	HP:0001293
stroke	HP:0001297
encephalopathy	HP:0001298
parkinsonism	HP:0001300
chronic|sensorineural|polyneuropathy	HP:0001301
pachygyria	HP:0001302
torsion|dystonia	HP:0001304
dandy-walker|malformation	HP:0001305
tongue|fasciculations	HP:0001308
dysmetria	HP:0001310
abnormal|nervous|system|electrophysiology	HP:0001311
giant|somatosensory|evoked|potentials	HP:0001312
reduced|tendon|reflexes	HP:0001315
abnormality|cerebellum	HP:0001317
neonatal|hypotonia	HP:0001319
cerebellar|vermis|hypoplasia	HP:0001320
cerebellar|hypoplasia	HP:0001321
brain|small	HP:0001322
muscle|weakness	HP:0001324
hypoglycemic|coma	HP:0001325
eeg|irregular|generalized|spike|wave|complexes	HP:0001326
photomyoclonic|seizures	HP:0001327
specific|learning|disability	HP:0001328
absent|septum|pellucidum	HP:0001331
dystonia	HP:0001332
communicating|hydrocephalus	HP:0001334
bimanual|synkinesia	HP:0001335
myoclonus	HP:0001336
tremor	HP:0001337
partial|agenesis|corpus|callosum	HP:0001338
lissencephaly	HP:0001339
enhancement|c-reflex	HP:0001340
olfactory|lobe|agenesis	HP:0001341
cerebral|hemorrhage	HP:0001342
kernicterus	HP:0001343
absent|speech	HP:0001344
psychotic|mentation	HP:0001345
hyperreflexia	HP:0001347
brisk|reflexes	HP:0001348
facial|diplegia	HP:0001349
slurred|speech	HP:0001350
jerk-locked|premyoclonus|spikes	HP:0001351
megalencephaly	HP:0001355
plagiocephaly	HP:0001357
holoprosencephaly	HP:0001360
nystagmus-induced|head|nodding	HP:0001361
skull|defect	HP:0001362
craniosynostosis	HP:0001363
abnormal|joint|morphology	HP:0001367
arthritis	HP:0001369
rheumatoid|arthritis	HP:0001370
flexion|contracture	HP:0001371
joint|dislocation	HP:0001373
congenital|hip|dislocation	HP:0001374
limitation|joint|mobility	HP:0001376
limited|elbow|extension	HP:0001377
degenerative|joint|disease	HP:0001379
ligamentous|laxity	HP:0001380
joint|hypermobility	HP:0001382
abnormality|hip|joint	HP:0001384
hip|dysplasia	HP:0001385
joint|swelling	HP:0001386
joint|stiffness	HP:0001387
joint|laxity	HP:0001388
abnormality|liver	HP:0001392
cirrhosis	HP:0001394
hepatic|fibrosis	HP:0001395
cholestasis	HP:0001396
hepatic|steatosis	HP:0001397
hepatic|failure	HP:0001399
hepatic|abscesses|immunodeficiency	HP:0001400
intrahepatic|biliary|dysgenesis	HP:0001401
hepatocellular|carcinoma	HP:0001402
macrovesicular|hepatic|steatosis	HP:0001403
hepatocellular|necrosis	HP:0001404
periportal|fibrosis	HP:0001405
intrahepatic|cholestasis	HP:0001406
hepatic|cysts	HP:0001407
bile|duct|proliferation	HP:0001408
portal|hypertension	HP:0001409
decreased|liver|function	HP:0001410
enteroviral|hepatitis	HP:0001412
micronodular|cirrhosis	HP:0001413
microvesicular|hepatic|steatosis	HP:0001414
abnormality|musculature|hand	HP:0001421
abnormality|calf|musculature	HP:0001430
hepatosplenomegaly	HP:0001433
abnormality|shoulder|girdle|musculature	HP:0001435
abnormality|foot|musculature	HP:0001436
abnormality|musculature|lower|limbs	HP:0001437
abnormality|abdomen	HP:0001438
synostosis|involving|metatarsal|bones	HP:0001440
abnormality|musculature|thigh	HP:0001441
abnormality|gluteal|musculature	HP:0001443
abnormality|hip-girdle|musculature	HP:0001445
abnormality|musculature|upper|limbs	HP:0001446
duplication|metatarsal|bones	HP:0001449
abnormality|upper|arm	HP:0001454
abnormality|musculature|upper|arm	HP:0001457
1-3|toe|syndactyly	HP:0001459
aplasia/hypoplasia|involving|musculature	HP:0001460
aplasia/hypoplasia|involving|shoulder|musculature	HP:0001464
amyotrophy|involving|shoulder|musculature	HP:0001465
aplasia/hypoplasia|involving|musculature|upper|limbs	HP:0001467
aplasia/hypoplasia|involving|musculature|upper|arm	HP:0001468
abnormality|musculature|pelvis	HP:0001469
aplasia/hypoplasia|musculature|pelvis	HP:0001471
metatarsal|osteolysis	HP:0001473
sclerotic|scapulae	HP:0001474
delayed|closure|anterior|fontanelle	HP:0001476
compensatory|chin|elevation	HP:0001477
freckling	HP:0001480
subcutaneous|nodule	HP:0001482
eye|poking	HP:0001483
hypopigmented|fundi	HP:0001487
bilateral|ptosis	HP:0001488
vitreous|detachment	HP:0001489
congenital|fibrosis|extraocular|muscles	HP:0001491
axenfeld|anomaly	HP:0001492
falciform|retinal|fold	HP:0001493
carpal|osteolysis	HP:0001495
carpal|bone|hypoplasia	HP:0001498
broad|finger	HP:0001500
6|metacarpals	HP:0001501
metacarpal|osteolysis	HP:0001504
growth|abnormality	HP:0001507
failure|thrive	HP:0001508
growth|delay	HP:0001510
intrauterine|growth|retardation	HP:0001511
obesity	HP:0001513
small|gestational|age	HP:0001518
disproportionate|tall|stature	HP:0001519
large|gestational|age	HP:0001520
severe|failure|thrive	HP:0001525
hemihypertrophy	HP:0001528
mild|postnatal|growth|retardation	HP:0001530
failure|thrive|infancy	HP:0001531
slender|build	HP:0001533
umbilical|hernia	HP:0001537
protuberant|abdomen	HP:0001538
omphalocele	HP:0001539
diastasis|recti	HP:0001540
ascites	HP:0001541
gastroschisis	HP:0001543
prominent|umbilicus	HP:0001544
anteriorly|anus	HP:0001545
abnormality|rib|cage	HP:0001547
overgrowth	HP:0001548
abnormality|ileum	HP:0001549
abnormality|umbilicus	HP:0001551
barrel-shaped|chest	HP:0001552
asymmetry|thorax	HP:0001555
prenatal|movement|abnormality	HP:0001557
decreased|fetal|movement	HP:0001558
abnormality|amniotic|fluid	HP:0001560
polyhydramnios	HP:0001561
oligohydramnios	HP:0001562
fetal|polyuria	HP:0001563
widely-spaced|maxillary|central|incisors	HP:0001566
multiple|impacted|teeth	HP:0001571
macrodontia	HP:0001572
abnormality|integument	HP:0001574
mood|changes	HP:0001575
hypercortisolism	HP:0001578
primary|hypercorticolism	HP:0001579
pigmented|micronodular|adrenocortical|disease	HP:0001580
recurrent|skin|infections	HP:0001581
redundant|skin	HP:0001582
rotary|nystagmus	HP:0001583
vesicovaginal|fistula	HP:0001586
primary|ovarian|failure	HP:0001587
bell-shaped|thorax	HP:0001591
selective|tooth|agenesis	HP:0001592
maxillary|lateral|incisor|microdontia	HP:0001593
abnormality|hair	HP:0001595
alopecia	HP:0001596
abnormality|nail	HP:0001597
concave|nail	HP:0001598
abnormality|larynx	HP:0001600
laryngomalacia	HP:0001601
laryngeal|stenosis	HP:0001602
vocal|cord|paresis	HP:0001604
vocal|cord|paralysis	HP:0001605
vocal|cord|paralysis|(caused|tumor|impingement)	HP:0001606
subglottic|stenosis	HP:0001607
abnormality|voice	HP:0001608
hoarse|voice	HP:0001609
nasal|speech	HP:0001611
weak|cry	HP:0001612
hoarse|voice|(caused|tumor|impingement)	HP:0001613
hoarse|cry	HP:0001615
dysphonia	HP:0001618
high|pitched|voice	HP:0001620
weak|voice	HP:0001621
premature|birth	HP:0001622
breech|presentation	HP:0001623
abnormality|cardiovascular|system	HP:0001626
abnormality|cardiac|morphology	HP:0001627
ventricular|septal|defect	HP:0001629
defect|atrial|septum	HP:0001631
abnormality|mitral|valve	HP:0001633
mitral|valve|prolapse	HP:0001634
congestive|heart|failure	HP:0001635
tetralogy|fallot	HP:0001636
abnormality|myocardium	HP:0001637
cardiomyopathy	HP:0001638
hypertrophic|cardiomyopathy	HP:0001639
cardiomegaly	HP:0001640
abnormality|pulmonary|valve	HP:0001641
pulmonic|stenosis	HP:0001642
patent|ductus|arteriosus	HP:0001643
dilated|cardiomyopathy	HP:0001644
sudden|cardiac|death	HP:0001645
abnormality|aortic|valve	HP:0001646
bicuspid|aortic|valve	HP:0001647
cor|pulmonale	HP:0001648
tachycardia	HP:0001649
aortic|valve|stenosis	HP:0001650
dextrocardia	HP:0001651
mitral|regurgitation	HP:0001653
abnormality|heart|valves	HP:0001654
patent|foramen|ovale	HP:0001655
prolonged|qt|interval	HP:0001657
myocardial|infarction	HP:0001658
aortic|regurgitation	HP:0001659
truncus|arteriosus	HP:0001660
bradycardia	HP:0001662
ventricular|fibrillation	HP:0001663
torsade|de|pointes	HP:0001664
right|ventricular|hypertrophy	HP:0001667
transposition|great|arteries	HP:0001669
asymmetric|septal|hypertrophy	HP:0001670
abnormality|cardiac|septa	HP:0001671
tachycardia|(with|pheochromocytoma)	HP:0001673
complete|atrioventricular|canal|defect	HP:0001674
rhythm|disturbances|pheochromocytoma	HP:0001675
palpitations|(with|pheochromocytoma)	HP:0001676
coronary|artery|disease	HP:0001677
atrioventricular|block	HP:0001678
abnormality|aorta	HP:0001679
coarctation|aorta	HP:0001680
angina|pectoris	HP:0001681
subaortic|stenosis	HP:0001682
ectopia|cordis	HP:0001683
secundum|atrial|septal|defect	HP:0001684
myocardial|fibrosis	HP:0001685
loss|voice	HP:0001686
sinus|bradycardia	HP:0001688
muscular|subvalvular|aortic|stenosis	HP:0001691
primary|atrial|arrhythmia	HP:0001692
cardiac|shunt	HP:0001693
right-to-left|shunt	HP:0001694
cardiac|arrest	HP:0001695
situs|inversus|totalis	HP:0001696
abnormality|pericardium	HP:0001697
pericardial|effusion	HP:0001698
myocardial|necrosis	HP:0001700
pericarditis	HP:0001701
abnormality|tricuspid|valve	HP:0001702
tricuspid|valve|prolapse	HP:0001704
right|ventricular|outlet|obstruction	HP:0001705
endocardial|fibroelastosis	HP:0001706
abnormality|right|ventricle	HP:0001707
right|ventricular|failure	HP:0001708
degree|atrioventricular|block	HP:0001709
conotruncal|defect	HP:0001710
abnormality|left|ventricle	HP:0001711
left|ventricular|hypertrophy	HP:0001712
abnormality|cardiac|ventricle	HP:0001713
ventricular|hypertrophy	HP:0001714
wolff-parkinson-white|syndrome	HP:0001716
coronary|artery|calcification	HP:0001717
mitral|stenosis	HP:0001718
double|outlet|right|ventricle	HP:0001719
high-output|congestive|heart|failure	HP:0001722
restrictive|cardiomyopathy	HP:0001723
aortic|dilatation	HP:0001724
increased|prevalence|valvular|disease	HP:0001726
thromboembolic|stroke	HP:0001727
progressive|hearing|impairment	HP:0001730
abnormality|pancreas	HP:0001732
pancreatitis	HP:0001733
annular|pancreas	HP:0001734
acute|pancreatitis	HP:0001735
pancreatic|cysts	HP:0001737
exocrine|pancreatic|insufficiency	HP:0001738
abnormality|nasopharynx	HP:0001739
phimosis	HP:0001741
nasal|obstruction	HP:0001742
abnormality|spleen	HP:0001743
splenomegaly	HP:0001744
asplenia	HP:0001746
accessory|spleen	HP:0001747
polysplenia	HP:0001748
single|ventricle	HP:0001750
vestibular|dysfunction	HP:0001751
vestibular|hypofunction	HP:0001756
high-frequency|sensorineural|hearing|impairment	HP:0001757
abnormality|foot	HP:0001760
pes|cavus	HP:0001761
talipes|equinovarus	HP:0001762
pes|planus	HP:0001763
hammertoe	HP:0001765
broad|foot	HP:0001769
toe|syndactyly	HP:0001770
achilles|tendon|contracture	HP:0001771
talipes|equinovalgus	HP:0001772
short|foot	HP:0001773
tarsal|osteovalgus	HP:0001775
bilateral|talipes|equinovarus	HP:0001776
abnormality|toe	HP:0001780
bulbous|tips|toes	HP:0001782
broad|metatarsal	HP:0001783
ankle|swelling	HP:0001785
narrow|foot	HP:0001786
abnormal|delivery	HP:0001787
premature|rupture|membranes	HP:0001788
hydrops|fetalis	HP:0001789
nonimmune|hydrops|fetalis	HP:0001790
fetal|ascites	HP:0001791
small|nail	HP:0001792
hyperconvex|nail	HP:0001795
anonychia	HP:0001798
short|nail	HP:0001799
hypoplastic|toenails	HP:0001800
absent|toenail	HP:0001802
nail|pits	HP:0001803
hypoplastic|fingernail	HP:0001804
thick|nail	HP:0001805
onycholysis	HP:0001806
ridged|nail	HP:0001807
fragile|nails	HP:0001808
split|nail	HP:0001809
dystrophic|toenail	HP:0001810
hyperconvex|fingernails	HP:0001812
deep-set|nails	HP:0001814
thin|nail	HP:0001816
absent|fingernail	HP:0001817
paronychia	HP:0001818
leukonychia	HP:0001820
broad|nail	HP:0001821
hallux|valgus	HP:0001822
weight|loss	HP:0001824
genital|tract|atresia	HP:0001827
foot|polydactyly	HP:0001829
postaxial|foot|polydactyly	HP:0001830
short|toe	HP:0001831
abnormality|metatarsal|bones	HP:0001832
long|foot	HP:0001833
camptodactyly|toe	HP:0001836
broad|toe	HP:0001837
rocker|bottom|foot	HP:0001838
split|foot	HP:0001839
metatarsus|adductus	HP:0001840
preaxial|foot|polydactyly	HP:0001841
acroosteolysis|(feet)	HP:0001842
abnormality|hallux	HP:0001844
overlapping|toe	HP:0001845
long|hallux	HP:0001847
calcaneovalgus|deformity	HP:0001848
oligodactyly|(feet)	HP:0001849
abnormality|tarsal|bones	HP:0001850
sandal|gap	HP:0001852
bifid|distal|phalanx|toe	HP:0001853
gout|(feet)	HP:0001854
short|distal|phalanx|toe	HP:0001857
distal|symphalangism|(feet)	HP:0001859
acral|ulceration|osteomyelitis|leading|autoamputation|digits|(feet)	HP:0001862
toe|clinodactyly	HP:0001863
toe|clinodactyly	HP:0001864
autoamputation|(feet)	HP:0001868
deep|plantar|creases	HP:0001869
acroosteolysis|distal|phalanges|(feet)	HP:0001870
abnormality|blood|blood-forming|tissues	HP:0001871
abnormality|thrombocytes	HP:0001872
thrombocytopenia	HP:0001873
abnormality|neutrophils	HP:0001874
neutropenia	HP:0001875
pancytopenia	HP:0001876
abnormality|erythrocytes	HP:0001877
hemolytic|anemia	HP:0001878
abnormality|eosinophils	HP:0001879
eosinophilia	HP:0001880
abnormality|leukocytes	HP:0001881
leukopenia	HP:0001882
talipes	HP:0001883
talipes|calcaneovalgus	HP:0001884
short|2nd|toe	HP:0001885
osteomyelitis|necrosis|distal|sensory|neuropathy|(feet)	HP:0001886
lymphopenia	HP:0001888
megaloblastic|anemia	HP:0001889
autoimmune|hemolytic|anemia	HP:0001890
iron|deficiency|anemia	HP:0001891
abnormal|bleeding	HP:0001892
thrombocytosis	HP:0001894
normochromic|anemia	HP:0001895
reticulocytopenia	HP:0001896
normocytic|anemia	HP:0001897
increased|red|blood|cell|mass	HP:0001898
increased|hematocrit	HP:0001899
increased|hemoglobin	HP:0001900
polycythemia	HP:0001901
giant|platelets	HP:0001902
anemia	HP:0001903
autoimmune|neutropenia	HP:0001904
congenital|thrombocytopenia	HP:0001905
thromboembolism	HP:0001907
hypoplastic|anemia	HP:0001908
leukemia	HP:0001909
abnormality|granulocytes	HP:0001911
abnormality|basophils	HP:0001912
granulocytopenia	HP:0001913
aplastic|anemia	HP:0001915
renal|amyloidosis	HP:0001917
acute|kidney|injury	HP:0001919
renal|artery|stenosis	HP:0001920
vacuolated|lymphocytes	HP:0001922
reticulocytosis	HP:0001923
sideroblastic|anemia	HP:0001924
acanthocytosis	HP:0001927
abnormality|coagulation	HP:0001928
reduced|factor|xi|activity	HP:0001929
nonspherocytic|hemolytic|anemia	HP:0001930
hypochromic|anemia	HP:0001931
subcutaneous|hemorrhage	HP:0001933
persistent|bleeding|trauma	HP:0001934
microcytic|anemia	HP:0001935
microangiopathic|hemolytic|anemia	HP:0001937
abnormality|metabolism/homeostasis	HP:0001939
acidosis	HP:0001941
metabolic|acidosis	HP:0001942
hypoglycemia	HP:0001943
dehydration	HP:0001944
fever	HP:0001945
