relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_journal.pone.0044156.pdf_376_376_2_2_16_17	NOS2/HP:0100279|Ulcerative colitis	{2}	{16,17}	{Immunohistochemistry,for,NOS2,was,performed,as,a,possible,indicator,of,Noo,produced,in,the,colon,of,ulcerative,colitis,and,Crohn,'s,disease,patients,.}	{"Figure 4 .","Epithelial cells in Crohn 's disease colon show higher levels of anti-NOS2 immunoreactivity than epithelial cells in ulcerative colitis colon ."}	{"( A ) Colonic epithelial cells had higher NOS2 expression in ulcerative colitis than Crohn 's disease ( P = 0.0013 ) colons as shown by the percent of samples with positive cells while there was no significant difference in NOS2 expressing cells in the lamina propria .","( B ) Representative pictures show an ulcerative colitis section with low ( O — 24 % positive ) epithelial NOS2 , and a Crohn 's disease section with high ( 75100 % positive ) epithelial NOS2 ."}	0.502
RELATION_GENEHPOTERM_journal.pone.0043789.pdf_361_361_6_6_14_16	YWHAZ/HP:0002860|Squamous cell carcinoma	{6}	{14,15,16}	{Low,level,copy,number,gains,in,YWHAZ,have,been,found,in,head,and,neck,squamous,cell,carcinomas,[,57,],.}	{"NOV enhances migration of chondrosarcoma cells by increasing MMP-13 expression through OLVB3/ocv | 35 integrin receptor , FAK , PI3K , Akt , p65 , and NF-KB signal transduction pathway and regulates the differentiation of bone resident cells creating a resorptive environment that promotes the formation of osteolytic breast cancer metastases [ 54,55 ] .","YVVHAZ ( 14-3 — 3 § ) seen in network 3 , overexpressed in breast , lung and many other cancers is implicated in the initiation and progression of cancer [ 56 ] ."}	{"Previous studies documenting YVVHAZ upregulation and a poor clinical outcome in tamoxifen treated breast cancer patients imply it to be a marker of poor prognosis in women with ER-positive breast cancers [ 58 ] .","The oncogenic Myc protein in network 3 plays an important role in breast cancer metastasis and several transcription factors are involved in the regulation of Myc expression ."}	0.526
RELATION_GENEHPOTERM_journal.pone.0060327.pdf_742_742_28_28_34_36	CD54/HP:0005202|Helicobacter pylori infection	{28}	{34,35,36}	{Crowe,SE,",",Alvarez,L,",",Dytoc,NI,",",Hunt,RH,",",Nluller,1,"\\\\",’,I,",",et,al.,(,1995,),Expression,of,interleukin,8,and,CD54,by,human,gastric,epithelium,after,Helicobacter,pylori,infection,in,Vitro,.}	{"Aihara NI , Tsuchimoto D , Takizawa H , Azuma A , \\\\ / Vakebe H , et al. ( 1997 ) Nlechanisms involved in Helicobacter pylori-induced interleukin-8 production by a gastric cancer cell line , 1\\\\/IKN45 .","Infect Immun 65 : 321843224 ."}	{"Gastroenterology 108 : 65474 .","Keates S , Hitti YS , Upton 1 \\\\ ’ l , Kelly CP ( 1997 ) He1icol ) acter pylori infection activates NF-kappa B in gastric epithelial cells ."}	0.478
RELATION_GENEHPOTERM_journal.ppat.1004148.pdf_3_3_18_18_12_12	CD4/HP:0002090|Pneumonia	{18}	{12}	{G,),Correction,:,Tc17,Cells,Mediate,Vaccine,Immunity,agains,Lethal,Fungal,Pneumonia,in,Immune,Deficient,Hosts,Lacking,CD4,+,T,Cells}	{"OPEN 8 ACCESS Freely available online","o糝 l PATHOGENS"}	{"The PLOS Pathogens Staff","There are errors in Figure 6 and Supplementary Figures S4 and S5 ."}	0.48
RELATION_GENEHPOTERM_journal.pone.0020288.pdf_250_250_38_39_23_23	insulin_receptor/HP:0100243|Leiomyosarcoma	{38,39}	{23}	{Sciacca,L,",",Nfineo,R,",",Pandini,G,",",Nfurabito,A,",",Vigneri,R,",",et,al.,(,2002,),In,IGF-I,receptor-deficient,leiomyosarcoma,cells,autocrine,IGF,~,II,induces,cell,invasion,and,protection,from,apoptosis,via,the,insulin,receptor,isoform,A.,Oncogene,21,:,824048250,.}	{"Kalli KR , Falowo OI , Bale LK , Zschunke IVIA , Roche PC , et al. ( 2002 ) Functional insulin receptors on human epithelial ovarian carcinoma cells : implications for IGF ~ II mitogenic signaling .","Endocrinology 143 : 325943267 ."}	{"Yamaguchi Y , Flier JS , Yokota A , Beiiecke H , Backer J1 \\\\ ’ I , et al. ( 1991 ) Functional properties of two naturally occurring isoforms of the human insulin receptor in Chinese hamster ovary cells .","Endocrinology 129 : 205842066 ."}	0.504
RELATION_GENEHPOTERM_journal.pone.0098436.pdf_90_90_33_33_18_18	oxytocin/HP:0000717|Autism	{33}	{18}	{However,",",by,controlling,for,target,emotional,expressivity,it,remained,unclear,whether,the,extent,to,which,individuals,with,autism,spectrum,traits,show,reduced,EA,(,and,the,extent,to,which,they,improve,with,oxytocin,),is,inﬂuenced,by,the,degree,to,which,others,express,their,feelings,.}	{"As stated above , Zaki et al. [ 28 ] found that the trait emotional expressivity of the senders of social-emotional information ( ‘ targets ’ ) moderates the association between trait affective empathy and state EA in receivers of the information ( ‘ perceivers ’ ) .","Based on this ﬁnding , Bartz et al. [ 33 ] statistically controlled for target emotional expressivity ."}	{"If others ’ expressivity were to moderate the association between autism spectrum traits and reduced EA , then it might be possible to improve the empathic responses of individuals with autism spectrum traits by instructing people in their environment to be more explicit when communicating social-emotional information to the individuals with autism spectrum traits .","The Present Study There were three main aims to the present study ."}	0.498
RELATION_GENEHPOTERM_SCPDFS_45917.pdf_81_81_45_45_3_4	APOB/HP:0002145|Frontotemporal dementia	{45}	{3,4}	{Diseases,such,as,frontotemporal,dementia,with,parkinsonism,associated,with,chromosome,17,(,FTDP,—,17,),and,atherosclerosis,have,been,linked,to,the,alteration,of,alternative,splice,products,of,the,diseasecausing,genes,",",microtubule,—,associated,protein,tau,(,MAPT,),and,apolipoprotein,B,(,APOB,),",",respectively,[,7,",8",],.}	{"As we have already described , altering the strength of splice sites through point mutations or deletions changes the recognition sites for splicing .","This is particularly detrimental in pre — mRNAs , which undergo selective alternative splicing of the constitutive exons ."}	{"These mutations are the target of genetic therapies to correct mis — splicing events and restore the native transcript .","A new type of gene therapy directed toward correction of aberrant splicing through targeting the pre — mRNA has become the most promising form of therapy in many miso"}	0.232
RELATION_GENEHPOTERM_journal.pone.0066514.pdf_60_60_13_13_24_24	ZNF423/HP:0003006|Neuroblastoma	{13}	{24}	{Semi-quantitative,RT-PCR,from,human,cancer,cell,lines,of,neuroglial,origin,detected,expression,of,ZNF423,and,at,least,two,of,three,EBF,genes,in,both,neuroblastoma,(,IMR32,),and,medulloblastoma,(,D238,),derived,cell,lines,(,Figure,2A,),.}	{"This enrichment of clustered sites for known interacting factors in genes encoding those factors represents a dramatic enrichment above genome-wide expectation and led us to test whether these sites might be functional .","Human | MR32 and Mouse P19 Cells Express Zfp423 Because Zfp423 expression is developmentally dynamic and complex with respect to endogenous cell types [ l ,5 ] , we brieﬂy examined several cell lines that might be used as simpliﬁed model systems to assess direct binding to predicted targets sites with autoregulatory potential ( Figure 2 ) ."}	{"By contrast , ZJVF423 RNA was not detected in either of two glioblastoma lines ( U87 , U251 ) .","\\\\ / V e further examined ZJVF423 expression among four neuroblastoma cell lines by quantitative RT-PCR ( qRT-PCR ) ."}	0.528
RELATION_GENEHPOTERM_SUP_MAP_journal.pmed.0030118.pdf_374_374_36_36_30_34_UNSUP	MODY1/HP:0004904|Maturity-onset diabetes of the young	{36}	{30,31,34}	{Yamagata,K,",",Oda,N,",",Kaisaki,P,],",",Menzel,S,",",Cox,N,],",",et,al.,(,1996,),Mutations,in,the,hepatocyte,nuclear,factor-4alpha,gene,in,maturity-onset,diabetes,of,the,young,(,MODY1,),.}	{"Biometrics 61 : 92-105 .","6 ."}	{"Nature 384 : 455-460 .","7 ."}	0.396
RELATION_GENEHPOTERM_journal.pone.0020411.pdf_539_539_4_4_13_14	J1/HP:0000855|Insulin resistance	{4}	{13,14}	{Langeveld,IVI,",",Aerts,J1,"\\\\",’,I,(,2009,),Glycosphingolipids,and,insulin,resistance,.}	{"Diabetes 56 : 1341 — 1349 .","19 ."}	{Prog,"Lipid Res 48 : 196 — 205 ."}	0.238
RELATION_GENEHPOTERM_journal.pone.0009244.pdf_99_99_7_7_19_19	S2/HP:0001259|Coma	{7}	{19}	{Coma,was,deﬁned,as,Blantyre,coma,score,S2,for,children,less,than,2,years,of,age,or,a,Glasgow,coma,score,5,10,for,older,children,.}	{"Signs of dehydration were delayed skin pinch > 2 seconds or sunken eyes .","Prostration was deﬁned as inability to sit unsupported ( for children over 9 months of age ) or to drink/breastfeed ."}	{"Hypoglycemia was deﬁned as blood glucose level of < 25 mmo1 / litre .","Anemia was deﬁned as hemoglobin of < 8 g/dl and severe anemia < 5 g/dl ."}	0.262
RELATION_GENEHPOTERM_SCPDFS_37576.pdf_456_456_3_3_10_11	GM/HP:0000546|Retinal degeneration	{3}	{10,11}	{[,1,],GM,",",Acland,",",G.D.,Aguirre,",",Retinal,degenerations,in,the,dog,:,IV,",",Early,retinal,degeneration,(,erd,),in,Norwegian,elkhounds,",",Exp,.}	{"This work was supported by NIH Grants EY006855 , EY13132 , and EY17549 ; The Foundation Fighting Blindness ; the Morris Animal Foundation ; and the Van Sloun Fund for Canine Genetic Research .",References}	{"Eye Res .","44 ( 1987 ) 491-521 ."}	0.426
RELATION_GENEHPOTERM_journal.pgen.1002746.pdf_15_15_14_14_29_30	H1/HP:0000144|Decreased fertility	{14}	{29,30}	{Further,",",the,AGA,susceptibility,alleles,at,the,17q21,.31,locus,are,on,the,H1,haplotype,",",which,is,under,negative,selection,in,Europeans,and,has,been,linked,to,decreased,fertility,.}	{"We then tested the association between ear | y — onset AGA and the risk of PD in a cross — sectional analysis of 568 PD cases and 7,664 controls .","Ear | y — onset AGA cases had signiﬁcantly increased odds of subsequent PD ( OR = 1.28 , 95 % conﬁdence inten/a | : 1.06-1 .55 , p = 8.9 > < 10 ‘ 3 ) ."}	{"Combining the risk alleles of six novel and two established susceptibility loci , we created a genotype risk score and tested its association with AGA in an additional sample .","Individuals in the highest risk quartile of a genotype score had an approximately six — fo | d increased risk of ear | y — onset AGA [ odds ratio ( OR ) : 5.78 , p = 1.4 > < 1O_88 ] ."}	0.508
RELATION_GENEHPOTERM_SUP_F_GH_journal.ppat.1003522.pdf_582_582_1_1_8_8_UNSUP	S4/growth	{1}	{8}	{Figure,S4,Effect,of,SA,on,in,vitro,growth,of,P.,falciparum,and,P.,berghei,.}	{"( C , D ) Mass spectra and the protein sequences derived from the two prominent bands .","( TIF )"}	{"( A , B ) Effect of SA on in vitro growth of P. ﬁzlczparum and P. berg/zei , respectively .","Experiments were carried out in triplicates and growth was measured based on 3H-hypoxanthine uptake ."}	0.282
RELATION_GENEHPOTERM_journal.pone.0069116.pdf_54_54_6_6_10_10	OPN/HP:0002861|Melanoma	{6}	{10}	{However,",",the,role,of,stroma/hostderived,OPN,in,regulation,of,melanoma,progression,is,not,clearly,understood,and,is,the,subject,of,intense,investigation,.}	{"Furthermore , tissue microarrays and individual skin biopsies of different stages of melanoma revealed that enhanced OPN expression correlates with melanoma invasion [ 36 ] .","In addition , gene expression data conﬁrms that OPN may act as prognostic marker in melanoma [ 37 ] ."}	{"In the present study , we provide both in vitra and in viva experimental evidences that host OPN regulate melanoma growth , angiogenesis and metastasis .","Moreover , we have shown that melanoma cells derived from OPN + / + mice exhibit enhanced tumorigenic feature as compared to parental or cell derived from OPN _ / _ mice ."}	0.24
RELATION_GENEHPOTERM_SCPDFS_18890.pdf_17_17_57_57_69_70	DNMT/HP:0001402|Hepatocellular carcinoma	{57}	{69,70}	{We,read,with,great,interest,the,article,“,MiR,—,148a,plays,a,pivotal,role,in,the,liver,by,promoting,the,hepatospeciﬁc,phenotype,and,suppressing,the,invasiveness,of,transformed,cells,"\\"",published,in,Hepatology,identifying,that,microRNA,—,148a,(,miR,—,148a,),was,critical,for,hepatic,differentiation,via,the,direct,targeting,of,DNA,methyltransferase,(,DNMT,),1,",",and,had,beneﬁcial,effect,through,the,repression,of,hepatocellular,carcinoma,(,HCC,),cell,malignancy,in,hepatocyte,maturation,(,Gailhouste,et,al.,",",2013,),.}	{"The mechanisms for miR — 148a in cancer will become","© 2013 Elsevier B.V. All rights reserved ."}	{"Recently study revealed that miR — 148a which was associated with DNMT1 was down — regulated in 15 out of 16 samples ( 94 % ) of cancer — associated ﬁbroblasts ( CAFS ) compared with matched normal tissue ﬁbroblasts ( NFs ) established from endometrial cancer patients ( Aprelikova et al. , 2013 ) .","These ﬁndings indicated that miR — 148a may be a potential therapeutic target in cancer ."}	0.5
RELATION_GENEHPOTERM_journal.pone.0071637.pdf_544_544_20_20_28_29	LIN28/HP:0012125|Prostate cancer	{20}	{28,29}	{which,inﬂammatory,signals,stimulate,NF-KB,nuclear,translocation,Our,data,also,suggest,that,bone,marrow,MSCs,directly,participate,which,directly,activates,LIN28,transcription,and,substantially,in,the,pathogenesis,of,prostate,cancer,bone,metastases,",",which,inhibits,the,biogenesis,of,let-7,",",thereby,generating,high,levels,of,provides,an,alternative,and,important,pathway,by,which,prostate,IL-6,",",an,activator,of,NF,-,KB,.}	{"This report is thus the ﬁrst to deﬁne the mesenchymal understood .","A recent study [ 58 ] reported a regulatory circuit in switch and epigenetic changes of prostate cancer-associated MSCs ."}	{"Prostate cancer cell lines are known cancer cells can regulate bone remodeling .","Further investigation of to produce varying amounts of IL-6 [ 59 ] ."}	0.472
RELATION_GENEHPOTERM_journal.pone.0016577.pdf_326_326_5_5_19_19	IL-10/HP:0002099|Asthma	{5}	{19}	{Nevertheless,",",the,extent,of,IL-10,synthesis,may,be,indicative,of,the,type,of,immune,response,associated,with,effective,asthma,treatment,.}	{"As with IFN-y , deﬁcient IL-10 responses are early markers of atopic dermatitis [ 18 ] and are reported in infants with this disease [ 17 ] .","However , there are no reported differences in IL-10 mRNA expression in cells from high risk wheezy infants compared to low risk and healthy infants [ 21 ] ."}	{"Indeed , successful allergen immunotherapy and corticosteroid therapy is associated with increased IL-10 production and numbers of Foxp3 + T regulatory cells [ 28 ] .","However , the role of probiotic modulation of IL-10"}	0.528
RELATION_GENEHPOTERM_journal.pone.0099254.pdf_396_396_6_6_13_14	AZGP1/HP:0012125|Prostate cancer	{6}	{13,14}	{An,investigation,on,the,expression,of,AZGP1,protein,in,186,men,with,localized,prostate,cancer,showed,an,association,between,absent/low,AZGP1,expression,and,clinical,recurrence,;,߈,+,An,analysis,of,clinical,and,pathological,data,showed,that,AZGP1,was,downregulated,in,hepatocellular,carcinoma,and,suggested,that,it,could,be,served,as,a,promising,prognostic,marker,[,26,],.}	{"p | osone.org 8 June 2014 | Volume 9 | Issue 6 | e99254","expression of AZGP1 gene revealed that its decreased expression of this gene is associated with a poor prognosis in primary gastric cancer , and it can also be used as a biomarker [ 10 ] ."}	{"Moreover , a gene silencing study clearly showed that AZGP1 might act as a novel tumor suppressor gene in pancreatic cancer [ 1 1 ] .","Interestingly , high-level expression of AZGP1 has been associated with poor prognosis and could potentially be potential a marker for the diagnosis of colorectal cancer [ 12,13 ] ."}	0.446
RELATION_GENEHPOTERM_journal.pone.0091216.pdf_425_425_39_39_28_28	EGFR/HP:0100843|Glioblastoma	{39}	{28}	{Verhaak,RG,",",Hoadley,KA,",",Purdom,E,",",VVang,V,",",ﰃb,Y,",",et,al.,(,2010,),Integrated,genomic,analysis,identiﬁes,clinically,relevant,subtypes,of,glioblastoma,charac,~,terized,by,abnormalities,in,PDGFRA,",",IDH1,",",EGFR,",",and,NF1,.}	{"Cancer Res 69 : 209l * 2099 .","ll ."}	{"Cancer Cell 17 : 98 — l 10 .","12 ."}	0.454
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_39486.pdf_595_595_0_0_10_10_UNSUP	Bcl-2/HP:0001909|Leukemia	{0}	{10}	{Bcl-2,gene,hypomethylation,and,high-level,expression,in,B-all,chronic,lymphocytic,leukemia,.}	{"Hanada , M. , Delia , D. , Aiello , A. , Stadtmauer , E. , and Reed , J .","C. ( 1993 ) ."}	{"Blood 15 : 1820-1828 .","Herman , J ."}	0.752
RELATION_GENEHPOTERM_journal.pone.0064169.pdf_703_703_33_33_22_22	CD133/HP:0009733|Glioma	{33}	{22}	{VVang,J,",",Sakariassen,PO,",",Tsinkalovsky,O,",",lmmervoll,H,",",Boe,SO,",",et,al.,(,2008,),CD133,negative,glioma,cells,form,tumors,in,nude,rats,and,give,rise,to,CD133,positive,cells,.}	{"Proc Natl Acad Sci 108 : 1591 — 1596 .",.}	{"Int ] Cancer 122 : 761 — 768 .",.}	0.498
RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0103016.pdf_435_435_15_17_6_6_UNSUP	retinoic_acid_receptor/HP:0000027|Azoospermia	{15,16,17}	{6}	{In,addition,",",the,Deleted,in,Azoospermia,gene,family,(,Dazl,and,Boll,),and,retinoic,acid,receptor,gamma,(,Rarg,),mRNA,expressions,were,signiﬁcantly,decreased,in,the,MXC-treated,testes,(,Fig,.}	{"After treatment of l0_6 MXC for 48 h , the cultured testes revealed decreased Stra8 expression compared to control group ( Fig .","3D ) ."}	{"3E ) .","We also re-conﬁrmed these testicular mRNA expression results in MXC-treated GC-l cell line that showed very similar trend towards the in vivo data ( Fig ."}	0.478
RELATION_GENEHPOTERM_journal.pone.0000015.pdf_249_249_13_13_24_24	LIF/HP:0009792|Teratoma	{13}	{24}	{Furthermore,",",ES,cells,maintained,on,an,Ecad-Fc-coated,surface,even,at,a,low,LIF,condition,(,100,units,/,ml,),could,also,form,teratomas,consisting,of,three,germ,layers}	{"— .","coated dishes retained high levels of ALP activity even when the LIF concentration was decreased 10-fold ( Figure 4A ) ."}	{"PLoS ONE | www .","p | osone.org"}	0.486
RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0023134.pdf_505_505_4_4_16_16_UNSUP	L3/hek293	{4}	{16}	{Meanwhile,",",L1,and,L3,had,nearly,miysis,",",no,gene,transfection,performance,in,normal,cells,HEK293,",",indicating,that,these,lipids,displayed,tumor,cell-targeting,Author,Contributions,llilroplmy,.}	{"Of Scheme S1 Synthetic Procedures ° futle ° ° mP ° “ nds L1the three lipids , the lipoplex formed from L3 was found with L3 ‘ high eﬁiciency in gene transfer in three tumor cell lines including ( TIF ) A549 , Hep G2 and H460 .","The optimized gene transfection efficacy of L3 was nearly 5.5 times more eﬁicient than that of the Acknowledgments popular Commercially mlaﬂable gene de1iVerY agent Lipofecta ’ W76 thank Analytical & Testing Center of Sichuan University for NlVlR mine 2000 “‘ ‘ in A549 cells ."}	{"’ which Still “ Cid further experiments .","t ° be Conﬁrmed ‘ Conceived and designed the experiments : Q-DH G-XZ YZJR YFJZ wz o significant cytotoxicity was found for ‘ the hpoplexes formed X_QY ' Performed the experiments : Q_DH G_XZ YZ JR YF WZ X_QY ."}	0.23
